2026-07-04 02:19:34,893 | WARNING | features.sentiment | No news table found. Run fetch_news() first.
2026-07-04 03:29:18,291 | INFO | features.sentiment | Loading FinBERT model...
2026-07-04 03:30:07,645 | INFO | features.sentiment | Sentiment scored: AAPL 2026-07-02 | score=0.000 | n=1
2026-07-04 03:30:16,012 | INFO | features.sentiment | Sentiment scored: AAPL 2026-07-03 | score=-0.200 | n=9
2026-07-04 03:30:21,862 | INFO | features.sentiment | Sentiment scored: ABBV 2026-07-02 | score=-0.204 | n=7
2026-07-04 03:30:22,532 | INFO | features.sentiment | Sentiment scored: ABBV 2026-07-03 | score=0.526 | n=3
2026-07-04 03:30:22,552 | INFO | features.sentiment | Sentiment scored: ABT 2026-06-29 | score=0.000 | n=1
2026-07-04 03:30:24,324 | INFO | features.sentiment | Sentiment scored: ABT 2026-06-30 | score=0.000 | n=1
2026-07-04 03:30:26,124 | INFO | features.sentiment | Sentiment scored: ABT 2026-07-01 | score=0.033 | n=4
2026-07-04 03:30:26,183 | INFO | features.sentiment | Sentiment scored: ABT 2026-07-02 | score=0.082 | n=3
2026-07-04 03:30:26,207 | INFO | features.sentiment | Sentiment scored: ABT 2026-07-03 | score=0.701 | n=1
2026-07-04 03:30:26,917 | INFO | features.sentiment | Sentiment scored: ACN 2026-07-01 | score=0.380 | n=4
2026-07-04 03:30:27,025 | INFO | features.sentiment | Sentiment scored: ACN 2026-07-02 | score=-0.010 | n=4
2026-07-04 03:30:27,066 | INFO | features.sentiment | Sentiment scored: ACN 2026-07-03 | score=0.000 | n=2
2026-07-04 03:30:27,215 | INFO | features.sentiment | Sentiment scored: ADI 2026-06-27 | score=0.117 | n=4
2026-07-04 03:30:27,329 | INFO | features.sentiment | Sentiment scored: ADI 2026-06-29 | score=0.689 | n=2
2026-07-04 03:30:27,349 | INFO | features.sentiment | Sentiment scored: ADI 2026-06-30 | score=0.920 | n=1
2026-07-04 03:30:27,391 | INFO | features.sentiment | Sentiment scored: ADI 2026-07-01 | score=-0.447 | n=2
2026-07-04 03:30:27,413 | INFO | features.sentiment | Sentiment scored: ADI 2026-07-02 | score=0.000 | n=1
2026-07-04 03:30:27,455 | INFO | features.sentiment | Sentiment scored: AIG 2026-06-12 | score=0.000 | n=2
2026-07-04 03:30:27,477 | INFO | features.sentiment | Sentiment scored: AIG 2026-06-14 | score=-0.875 | n=1
2026-07-04 03:30:27,497 | INFO | features.sentiment | Sentiment scored: AIG 2026-06-17 | score=0.000 | n=1
2026-07-04 03:30:27,525 | INFO | features.sentiment | Sentiment scored: AIG 2026-06-22 | score=0.000 | n=1
2026-07-04 03:30:27,553 | INFO | features.sentiment | Sentiment scored: AIG 2026-06-24 | score=0.000 | n=1
2026-07-04 03:30:27,581 | INFO | features.sentiment | Sentiment scored: AIG 2026-06-26 | score=0.000 | n=1
2026-07-04 03:30:27,608 | INFO | features.sentiment | Sentiment scored: AIG 2026-06-30 | score=0.000 | n=1
2026-07-04 03:30:28,385 | INFO | features.sentiment | Sentiment scored: AIG 2026-07-01 | score=0.000 | n=1
2026-07-04 03:30:28,404 | INFO | features.sentiment | Sentiment scored: AIG 2026-07-03 | score=0.000 | n=1
2026-07-04 03:30:29,077 | INFO | features.sentiment | Sentiment scored: AMAT 2026-07-02 | score=0.000 | n=3
2026-07-04 03:30:29,278 | INFO | features.sentiment | Sentiment scored: AMAT 2026-07-03 | score=0.232 | n=7
2026-07-04 03:30:30,681 | INFO | features.sentiment | Sentiment scored: AMGN 2026-07-01 | score=-0.198 | n=4
2026-07-04 03:30:31,116 | INFO | features.sentiment | Sentiment scored: AMGN 2026-07-02 | score=0.788 | n=3
2026-07-04 03:30:31,585 | INFO | features.sentiment | Sentiment scored: AMGN 2026-07-03 | score=0.315 | n=3
2026-07-04 03:30:32,841 | INFO | features.sentiment | Sentiment scored: AMZN 2026-07-03 | score=0.078 | n=10
2026-07-04 03:30:32,863 | INFO | features.sentiment | Sentiment scored: AON 2026-06-11 | score=-0.728 | n=1
2026-07-04 03:30:32,942 | INFO | features.sentiment | Sentiment scored: AON 2026-06-12 | score=0.000 | n=1
2026-07-04 03:30:32,971 | INFO | features.sentiment | Sentiment scored: AON 2026-06-14 | score=0.000 | n=1
2026-07-04 03:30:32,996 | INFO | features.sentiment | Sentiment scored: AON 2026-06-16 | score=0.000 | n=1
2026-07-04 03:30:33,014 | INFO | features.sentiment | Sentiment scored: AON 2026-06-22 | score=0.620 | n=1
2026-07-04 03:30:33,194 | INFO | features.sentiment | Sentiment scored: AON 2026-06-24 | score=0.259 | n=3
2026-07-04 03:30:33,228 | INFO | features.sentiment | Sentiment scored: AON 2026-06-29 | score=-0.028 | n=2
2026-07-04 03:30:33,264 | INFO | features.sentiment | Sentiment scored: APD 2026-06-30 | score=-0.452 | n=2
2026-07-04 03:30:33,420 | INFO | features.sentiment | Sentiment scored: APD 2026-07-01 | score=0.365 | n=5
2026-07-04 03:30:33,535 | INFO | features.sentiment | Sentiment scored: APD 2026-07-02 | score=0.143 | n=3
2026-07-04 03:30:34,660 | INFO | features.sentiment | Sentiment scored: AVGO 2026-07-03 | score=-0.239 | n=10
2026-07-04 03:30:35,047 | INFO | features.sentiment | Sentiment scored: AXP 2026-07-02 | score=0.508 | n=7
2026-07-04 03:30:35,169 | INFO | features.sentiment | Sentiment scored: AXP 2026-07-03 | score=-0.030 | n=3
2026-07-04 03:30:35,910 | INFO | features.sentiment | Sentiment scored: BAC 2026-07-02 | score=-0.489 | n=5
2026-07-04 03:30:36,138 | INFO | features.sentiment | Sentiment scored: BAC 2026-07-03 | score=0.315 | n=5
2026-07-04 03:30:36,158 | INFO | features.sentiment | Sentiment scored: BDX 2026-06-15 | score=-0.916 | n=1
2026-07-04 03:30:36,179 | INFO | features.sentiment | Sentiment scored: BDX 2026-06-16 | score=0.000 | n=1
2026-07-04 03:30:36,199 | INFO | features.sentiment | Sentiment scored: BDX 2026-06-21 | score=0.000 | n=1
2026-07-04 03:30:36,357 | INFO | features.sentiment | Sentiment scored: BDX 2026-06-22 | score=0.000 | n=2
2026-07-04 03:30:36,377 | INFO | features.sentiment | Sentiment scored: BDX 2026-06-23 | score=0.000 | n=1
2026-07-04 03:30:36,459 | INFO | features.sentiment | Sentiment scored: BDX 2026-06-24 | score=0.000 | n=1
2026-07-04 03:30:36,477 | INFO | features.sentiment | Sentiment scored: BDX 2026-07-01 | score=0.870 | n=1
2026-07-04 03:30:36,494 | INFO | features.sentiment | Sentiment scored: BDX 2026-07-02 | score=-0.534 | n=1
2026-07-04 03:30:36,513 | INFO | features.sentiment | Sentiment scored: BDX 2026-07-03 | score=0.876 | n=1
2026-07-04 03:30:36,669 | INFO | features.sentiment | Sentiment scored: BKNG 2026-06-26 | score=-0.460 | n=2
2026-07-04 03:30:36,705 | INFO | features.sentiment | Sentiment scored: BKNG 2026-06-29 | score=-0.667 | n=2
2026-07-04 03:30:36,819 | INFO | features.sentiment | Sentiment scored: BKNG 2026-07-01 | score=0.304 | n=3
2026-07-04 03:30:37,456 | INFO | features.sentiment | Sentiment scored: BKNG 2026-07-02 | score=0.283 | n=3
2026-07-04 03:30:39,212 | INFO | features.sentiment | Sentiment scored: BLK 2026-07-03 | score=0.169 | n=10
2026-07-04 03:30:39,477 | INFO | features.sentiment | Sentiment scored: BMY 2026-07-01 | score=0.175 | n=4
2026-07-04 03:30:39,646 | INFO | features.sentiment | Sentiment scored: BMY 2026-07-02 | score=0.041 | n=4
2026-07-04 03:30:39,750 | INFO | features.sentiment | Sentiment scored: BMY 2026-07-03 | score=-0.002 | n=2
2026-07-04 03:30:41,905 | INFO | features.sentiment | Sentiment scored: C 2026-07-02 | score=-0.321 | n=8
2026-07-04 03:30:41,961 | INFO | features.sentiment | Sentiment scored: C 2026-07-03 | score=-0.483 | n=2
2026-07-04 03:30:42,856 | INFO | features.sentiment | Sentiment scored: CAT 2026-07-02 | score=0.231 | n=4
2026-07-04 03:30:43,105 | INFO | features.sentiment | Sentiment scored: CAT 2026-07-03 | score=0.000 | n=6
2026-07-04 03:30:43,354 | INFO | features.sentiment | Sentiment scored: CB 2026-06-29 | score=0.000 | n=2
2026-07-04 03:30:43,391 | INFO | features.sentiment | Sentiment scored: CB 2026-06-30 | score=-0.456 | n=2
2026-07-04 03:30:43,415 | INFO | features.sentiment | Sentiment scored: CB 2026-07-01 | score=0.000 | n=1
2026-07-04 03:30:43,553 | INFO | features.sentiment | Sentiment scored: CB 2026-07-02 | score=0.003 | n=4
2026-07-04 03:30:43,570 | INFO | features.sentiment | Sentiment scored: CB 2026-07-03 | score=0.000 | n=1
2026-07-04 03:30:43,587 | INFO | features.sentiment | Sentiment scored: CI 2026-06-08 | score=-0.901 | n=1
2026-07-04 03:30:43,605 | INFO | features.sentiment | Sentiment scored: CI 2026-06-10 | score=0.950 | n=1
2026-07-04 03:30:43,622 | INFO | features.sentiment | Sentiment scored: CI 2026-06-15 | score=0.000 | n=1
2026-07-04 03:30:43,640 | INFO | features.sentiment | Sentiment scored: CI 2026-06-16 | score=0.000 | n=1
2026-07-04 03:30:43,817 | INFO | features.sentiment | Sentiment scored: CI 2026-06-24 | score=0.000 | n=1
2026-07-04 03:30:43,854 | INFO | features.sentiment | Sentiment scored: CI 2026-06-25 | score=0.858 | n=1
2026-07-04 03:30:43,875 | INFO | features.sentiment | Sentiment scored: CI 2026-06-30 | score=0.000 | n=1
2026-07-04 03:30:43,894 | INFO | features.sentiment | Sentiment scored: CI 2026-07-02 | score=0.000 | n=1
2026-07-04 03:30:43,929 | INFO | features.sentiment | Sentiment scored: CI 2026-07-03 | score=-0.390 | n=2
2026-07-04 03:30:44,016 | INFO | features.sentiment | Sentiment scored: CL 2026-06-26 | score=0.000 | n=1
2026-07-04 03:30:44,080 | INFO | features.sentiment | Sentiment scored: CL 2026-06-29 | score=0.024 | n=3
2026-07-04 03:30:44,114 | INFO | features.sentiment | Sentiment scored: CL 2026-06-30 | score=-0.472 | n=2
2026-07-04 03:30:44,234 | INFO | features.sentiment | Sentiment scored: CL 2026-07-02 | score=0.369 | n=3
2026-07-04 03:30:44,276 | INFO | features.sentiment | Sentiment scored: CL 2026-07-03 | score=0.594 | n=1
2026-07-04 03:30:44,298 | INFO | features.sentiment | Sentiment scored: CME 2026-06-28 | score=-0.650 | n=1
2026-07-04 03:30:44,420 | INFO | features.sentiment | Sentiment scored: CME 2026-06-30 | score=-0.304 | n=3
2026-07-04 03:30:44,477 | INFO | features.sentiment | Sentiment scored: CME 2026-07-01 | score=0.370 | n=3
2026-07-04 03:30:44,606 | INFO | features.sentiment | Sentiment scored: CME 2026-07-02 | score=0.126 | n=3
2026-07-04 03:30:44,623 | INFO | features.sentiment | Sentiment scored: COST 2026-07-01 | score=0.872 | n=1
2026-07-04 03:30:44,805 | INFO | features.sentiment | Sentiment scored: COST 2026-07-02 | score=0.000 | n=7
2026-07-04 03:30:44,839 | INFO | features.sentiment | Sentiment scored: COST 2026-07-03 | score=0.000 | n=2
2026-07-04 03:30:45,014 | INFO | features.sentiment | Sentiment scored: CSCO 2026-07-02 | score=-0.016 | n=3
2026-07-04 03:30:45,320 | INFO | features.sentiment | Sentiment scored: CSCO 2026-07-03 | score=0.027 | n=7
2026-07-04 03:30:46,579 | INFO | features.sentiment | Sentiment scored: CVX 2026-07-02 | score=0.511 | n=7
2026-07-04 03:30:46,752 | INFO | features.sentiment | Sentiment scored: CVX 2026-07-03 | score=0.319 | n=3
2026-07-04 03:30:46,770 | INFO | features.sentiment | Sentiment scored: D 2026-06-29 | score=0.583 | n=1
2026-07-04 03:30:46,821 | INFO | features.sentiment | Sentiment scored: D 2026-06-30 | score=0.000 | n=3
2026-07-04 03:30:46,873 | INFO | features.sentiment | Sentiment scored: D 2026-07-01 | score=0.195 | n=3
2026-07-04 03:30:46,922 | INFO | features.sentiment | Sentiment scored: D 2026-07-02 | score=0.300 | n=3
2026-07-04 03:30:47,632 | INFO | features.sentiment | Sentiment scored: DHR 2026-06-25 | score=0.244 | n=5
2026-07-04 03:30:47,798 | INFO | features.sentiment | Sentiment scored: DHR 2026-06-26 | score=0.402 | n=2
2026-07-04 03:30:47,878 | INFO | features.sentiment | Sentiment scored: DHR 2026-06-28 | score=0.000 | n=1
2026-07-04 03:30:47,896 | INFO | features.sentiment | Sentiment scored: DHR 2026-06-29 | score=0.000 | n=1
2026-07-04 03:30:47,912 | INFO | features.sentiment | Sentiment scored: DHR 2026-07-03 | score=0.000 | n=1
2026-07-04 03:30:48,007 | INFO | features.sentiment | Sentiment scored: DIS 2026-06-30 | score=0.270 | n=2
2026-07-04 03:30:48,165 | INFO | features.sentiment | Sentiment scored: DIS 2026-07-01 | score=0.000 | n=2
2026-07-04 03:30:48,296 | INFO | features.sentiment | Sentiment scored: DIS 2026-07-02 | score=-0.050 | n=4
2026-07-04 03:30:48,330 | INFO | features.sentiment | Sentiment scored: DIS 2026-07-03 | score=0.000 | n=2
2026-07-04 03:30:48,351 | INFO | features.sentiment | Sentiment scored: DUK 2026-06-28 | score=0.000 | n=1
2026-07-04 03:30:48,466 | INFO | features.sentiment | Sentiment scored: DUK 2026-06-29 | score=-0.428 | n=3
2026-07-04 03:30:48,562 | INFO | features.sentiment | Sentiment scored: DUK 2026-06-30 | score=0.000 | n=5
2026-07-04 03:30:48,579 | INFO | features.sentiment | Sentiment scored: DUK 2026-07-02 | score=0.000 | n=1
2026-07-04 03:30:48,597 | INFO | features.sentiment | Sentiment scored: ECL 2026-06-14 | score=0.887 | n=1
2026-07-04 03:30:48,697 | INFO | features.sentiment | Sentiment scored: ECL 2026-06-19 | score=0.425 | n=2
2026-07-04 03:30:48,731 | INFO | features.sentiment | Sentiment scored: ECL 2026-06-24 | score=0.475 | n=2
2026-07-04 03:30:48,748 | INFO | features.sentiment | Sentiment scored: ECL 2026-06-26 | score=0.905 | n=1
2026-07-04 03:30:48,828 | INFO | features.sentiment | Sentiment scored: ECL 2026-06-28 | score=0.935 | n=1
2026-07-04 03:30:48,942 | INFO | features.sentiment | Sentiment scored: ECL 2026-07-03 | score=0.278 | n=3
2026-07-04 03:30:48,976 | INFO | features.sentiment | Sentiment scored: ELV 2026-06-29 | score=0.000 | n=2
2026-07-04 03:30:48,993 | INFO | features.sentiment | Sentiment scored: ELV 2026-06-30 | score=0.000 | n=1
2026-07-04 03:30:49,011 | INFO | features.sentiment | Sentiment scored: ELV 2026-07-01 | score=0.849 | n=1
2026-07-04 03:30:49,119 | INFO | features.sentiment | Sentiment scored: ELV 2026-07-02 | score=-0.034 | n=3
2026-07-04 03:30:49,293 | INFO | features.sentiment | Sentiment scored: ELV 2026-07-03 | score=-0.484 | n=3
2026-07-04 03:30:49,310 | INFO | features.sentiment | Sentiment scored: EMR 2026-06-18 | score=0.000 | n=1
2026-07-04 03:30:49,408 | INFO | features.sentiment | Sentiment scored: EMR 2026-06-22 | score=0.000 | n=2
2026-07-04 03:30:49,427 | INFO | features.sentiment | Sentiment scored: EMR 2026-06-23 | score=-0.934 | n=1
2026-07-04 03:30:49,444 | INFO | features.sentiment | Sentiment scored: EMR 2026-06-24 | score=0.000 | n=1
2026-07-04 03:30:49,522 | INFO | features.sentiment | Sentiment scored: EMR 2026-06-25 | score=0.840 | n=1
2026-07-04 03:30:49,540 | INFO | features.sentiment | Sentiment scored: EMR 2026-06-29 | score=0.000 | n=1
2026-07-04 03:30:49,574 | INFO | features.sentiment | Sentiment scored: EMR 2026-06-30 | score=0.000 | n=2
2026-07-04 03:30:49,653 | INFO | features.sentiment | Sentiment scored: EMR 2026-07-01 | score=-0.668 | n=1
2026-07-04 03:30:49,673 | INFO | features.sentiment | Sentiment scored: EOG 2026-06-12 | score=0.913 | n=1
2026-07-04 03:30:49,690 | INFO | features.sentiment | Sentiment scored: EOG 2026-06-13 | score=0.000 | n=1
2026-07-04 03:30:49,707 | INFO | features.sentiment | Sentiment scored: EOG 2026-06-14 | score=0.955 | n=1
2026-07-04 03:30:49,724 | INFO | features.sentiment | Sentiment scored: EOG 2026-06-15 | score=0.726 | n=1
2026-07-04 03:30:49,822 | INFO | features.sentiment | Sentiment scored: EOG 2026-06-16 | score=0.757 | n=2
2026-07-04 03:30:49,839 | INFO | features.sentiment | Sentiment scored: EOG 2026-06-17 | score=0.000 | n=1
2026-07-04 03:30:49,873 | INFO | features.sentiment | Sentiment scored: EOG 2026-06-18 | score=0.299 | n=2
2026-07-04 03:30:49,891 | INFO | features.sentiment | Sentiment scored: EOG 2026-07-01 | score=0.000 | n=1
2026-07-04 03:30:49,908 | INFO | features.sentiment | Sentiment scored: ETN 2026-06-26 | score=0.000 | n=1
2026-07-04 03:30:49,925 | INFO | features.sentiment | Sentiment scored: ETN 2026-06-30 | score=0.000 | n=1
2026-07-04 03:30:49,942 | INFO | features.sentiment | Sentiment scored: ETN 2026-07-01 | score=0.939 | n=1
2026-07-04 03:30:50,104 | INFO | features.sentiment | Sentiment scored: ETN 2026-07-02 | score=0.470 | n=6
2026-07-04 03:30:50,121 | INFO | features.sentiment | Sentiment scored: ETN 2026-07-03 | score=0.000 | n=1
2026-07-04 03:30:50,537 | INFO | features.sentiment | Sentiment scored: F 2026-07-02 | score=-0.701 | n=9
2026-07-04 03:30:50,556 | INFO | features.sentiment | Sentiment scored: F 2026-07-03 | score=0.756 | n=1
2026-07-04 03:30:50,574 | INFO | features.sentiment | Sentiment scored: FCX 2026-06-27 | score=0.000 | n=1
2026-07-04 03:30:50,591 | INFO | features.sentiment | Sentiment scored: FCX 2026-06-28 | score=0.899 | n=1
2026-07-04 03:30:50,610 | INFO | features.sentiment | Sentiment scored: FCX 2026-06-29 | score=0.000 | n=1
2026-07-04 03:30:50,646 | INFO | features.sentiment | Sentiment scored: FCX 2026-06-30 | score=-0.488 | n=2
2026-07-04 03:30:50,738 | INFO | features.sentiment | Sentiment scored: FCX 2026-07-01 | score=-0.007 | n=2
2026-07-04 03:30:50,831 | INFO | features.sentiment | Sentiment scored: FCX 2026-07-02 | score=0.000 | n=2
2026-07-04 03:30:50,911 | INFO | features.sentiment | Sentiment scored: FCX 2026-07-03 | score=0.000 | n=1
2026-07-04 03:30:51,139 | INFO | features.sentiment | Sentiment scored: FDX 2026-07-01 | score=-0.001 | n=6
2026-07-04 03:30:51,235 | INFO | features.sentiment | Sentiment scored: FDX 2026-07-02 | score=0.000 | n=2
2026-07-04 03:30:51,399 | INFO | features.sentiment | Sentiment scored: FDX 2026-07-03 | score=0.000 | n=2
2026-07-04 03:30:51,557 | INFO | features.sentiment | Sentiment scored: GE 2026-07-01 | score=0.226 | n=5
2026-07-04 03:30:51,710 | INFO | features.sentiment | Sentiment scored: GE 2026-07-02 | score=0.192 | n=4
2026-07-04 03:30:51,727 | INFO | features.sentiment | Sentiment scored: GE 2026-07-03 | score=0.813 | n=1
2026-07-04 03:30:51,746 | INFO | features.sentiment | Sentiment scored: GILD 2026-06-25 | score=-0.650 | n=1
2026-07-04 03:30:51,782 | INFO | features.sentiment | Sentiment scored: GILD 2026-06-26 | score=0.468 | n=2
2026-07-04 03:30:51,987 | INFO | features.sentiment | Sentiment scored: GILD 2026-06-27 | score=0.475 | n=2
2026-07-04 03:30:52,102 | INFO | features.sentiment | Sentiment scored: GILD 2026-06-28 | score=0.933 | n=1
2026-07-04 03:30:52,171 | INFO | features.sentiment | Sentiment scored: GILD 2026-06-29 | score=0.820 | n=1
2026-07-04 03:30:52,356 | INFO | features.sentiment | Sentiment scored: GILD 2026-06-30 | score=0.907 | n=1
2026-07-04 03:30:52,472 | INFO | features.sentiment | Sentiment scored: GILD 2026-07-01 | score=0.639 | n=2
2026-07-04 03:30:53,433 | INFO | features.sentiment | Sentiment scored: GM 2026-07-02 | score=-0.530 | n=6
2026-07-04 03:30:53,664 | INFO | features.sentiment | Sentiment scored: GM 2026-07-03 | score=0.146 | n=4
2026-07-04 03:30:54,230 | INFO | features.sentiment | Sentiment scored: GOOGL 2026-07-03 | score=-0.008 | n=10
2026-07-04 03:30:54,823 | INFO | features.sentiment | Sentiment scored: GS 2026-07-02 | score=0.020 | n=6
2026-07-04 03:30:54,963 | INFO | features.sentiment | Sentiment scored: GS 2026-07-03 | score=-0.242 | n=4
2026-07-04 03:30:55,127 | INFO | features.sentiment | Sentiment scored: HD 2026-06-27 | score=-0.473 | n=2
2026-07-04 03:30:55,227 | INFO | features.sentiment | Sentiment scored: HD 2026-06-28 | score=-0.481 | n=2
2026-07-04 03:30:55,245 | INFO | features.sentiment | Sentiment scored: HD 2026-06-29 | score=0.000 | n=1
2026-07-04 03:30:55,325 | INFO | features.sentiment | Sentiment scored: HD 2026-06-30 | score=0.000 | n=1
2026-07-04 03:30:55,343 | INFO | features.sentiment | Sentiment scored: HD 2026-07-01 | score=0.000 | n=1
2026-07-04 03:30:55,389 | INFO | features.sentiment | Sentiment scored: HD 2026-07-02 | score=0.368 | n=2
2026-07-04 03:30:55,411 | INFO | features.sentiment | Sentiment scored: HD 2026-07-03 | score=0.000 | n=1
2026-07-04 03:30:55,525 | INFO | features.sentiment | Sentiment scored: HON 2026-06-30 | score=-0.252 | n=2
2026-07-04 03:30:55,617 | INFO | features.sentiment | Sentiment scored: HON 2026-07-01 | score=0.000 | n=1
2026-07-04 03:30:55,846 | INFO | features.sentiment | Sentiment scored: HON 2026-07-02 | score=0.459 | n=5
2026-07-04 03:30:55,889 | INFO | features.sentiment | Sentiment scored: HON 2026-07-03 | score=0.388 | n=2
2026-07-04 03:30:55,907 | INFO | features.sentiment | Sentiment scored: HUM 2026-06-24 | score=0.714 | n=1
2026-07-04 03:30:56,027 | INFO | features.sentiment | Sentiment scored: HUM 2026-06-25 | score=0.273 | n=3
2026-07-04 03:30:56,044 | INFO | features.sentiment | Sentiment scored: HUM 2026-06-26 | score=0.000 | n=1
2026-07-04 03:30:56,150 | INFO | features.sentiment | Sentiment scored: HUM 2026-06-29 | score=0.000 | n=2
2026-07-04 03:30:56,175 | INFO | features.sentiment | Sentiment scored: HUM 2026-06-30 | score=0.950 | n=1
2026-07-04 03:30:56,197 | INFO | features.sentiment | Sentiment scored: HUM 2026-07-02 | score=0.922 | n=1
2026-07-04 03:30:56,218 | INFO | features.sentiment | Sentiment scored: HUM 2026-07-03 | score=-0.780 | n=1
2026-07-04 03:30:56,291 | INFO | features.sentiment | Sentiment scored: IBM 2026-07-01 | score=0.000 | n=3
2026-07-04 03:30:56,381 | INFO | features.sentiment | Sentiment scored: IBM 2026-07-02 | score=0.000 | n=3
2026-07-04 03:30:56,686 | INFO | features.sentiment | Sentiment scored: IBM 2026-07-03 | score=0.000 | n=4
2026-07-04 03:30:56,774 | INFO | features.sentiment | Sentiment scored: INTU 2026-06-25 | score=0.000 | n=1
2026-07-04 03:30:56,810 | INFO | features.sentiment | Sentiment scored: INTU 2026-06-29 | score=0.873 | n=2
2026-07-04 03:30:56,944 | INFO | features.sentiment | Sentiment scored: INTU 2026-06-30 | score=0.000 | n=4
2026-07-04 03:30:56,962 | INFO | features.sentiment | Sentiment scored: INTU 2026-07-01 | score=0.000 | n=1
2026-07-04 03:30:56,979 | INFO | features.sentiment | Sentiment scored: INTU 2026-07-02 | score=0.000 | n=1
2026-07-04 03:30:57,066 | INFO | features.sentiment | Sentiment scored: INTU 2026-07-03 | score=0.000 | n=1
2026-07-04 03:30:57,226 | INFO | features.sentiment | Sentiment scored: ISRG 2026-07-01 | score=0.288 | n=5
2026-07-04 03:30:57,320 | INFO | features.sentiment | Sentiment scored: ISRG 2026-07-02 | score=-0.187 | n=2
2026-07-04 03:30:57,497 | INFO | features.sentiment | Sentiment scored: ISRG 2026-07-03 | score=-0.322 | n=3
2026-07-04 03:30:57,530 | INFO | features.sentiment | Sentiment scored: ITW 2026-06-03 | score=-0.429 | n=2
2026-07-04 03:30:57,619 | INFO | features.sentiment | Sentiment scored: ITW 2026-06-07 | score=0.000 | n=1
2026-07-04 03:30:57,639 | INFO | features.sentiment | Sentiment scored: ITW 2026-06-08 | score=-0.945 | n=1
2026-07-04 03:30:57,807 | INFO | features.sentiment | Sentiment scored: ITW 2026-06-11 | score=0.407 | n=2
2026-07-04 03:30:57,825 | INFO | features.sentiment | Sentiment scored: ITW 2026-06-12 | score=-0.892 | n=1
2026-07-04 03:30:58,633 | INFO | features.sentiment | Sentiment scored: ITW 2026-06-15 | score=0.000 | n=1
2026-07-04 03:30:58,652 | INFO | features.sentiment | Sentiment scored: ITW 2026-06-18 | score=0.000 | n=1
2026-07-04 03:30:58,669 | INFO | features.sentiment | Sentiment scored: ITW 2026-07-03 | score=-0.848 | n=1
2026-07-04 03:30:58,833 | INFO | features.sentiment | Sentiment scored: JNJ 2026-07-02 | score=-0.106 | n=6
2026-07-04 03:30:58,964 | INFO | features.sentiment | Sentiment scored: JNJ 2026-07-03 | score=0.000 | n=4
2026-07-04 03:30:59,060 | INFO | features.sentiment | Sentiment scored: JPM 2026-07-02 | score=-0.833 | n=2
2026-07-04 03:30:59,447 | INFO | features.sentiment | Sentiment scored: JPM 2026-07-03 | score=0.112 | n=8
2026-07-04 03:30:59,464 | INFO | features.sentiment | Sentiment scored: KO 2026-07-02 | score=0.000 | n=1
2026-07-04 03:30:59,813 | INFO | features.sentiment | Sentiment scored: KO 2026-07-03 | score=0.105 | n=9
2026-07-04 03:30:59,895 | INFO | features.sentiment | Sentiment scored: LIN 2026-06-15 | score=0.821 | n=1
2026-07-04 03:31:00,012 | INFO | features.sentiment | Sentiment scored: LIN 2026-06-16 | score=0.036 | n=3
2026-07-04 03:31:00,092 | INFO | features.sentiment | Sentiment scored: LIN 2026-06-25 | score=0.000 | n=1
2026-07-04 03:31:00,175 | INFO | features.sentiment | Sentiment scored: LIN 2026-06-28 | score=0.935 | n=1
2026-07-04 03:31:00,193 | INFO | features.sentiment | Sentiment scored: LIN 2026-06-29 | score=0.000 | n=1
2026-07-04 03:31:00,211 | INFO | features.sentiment | Sentiment scored: LIN 2026-06-30 | score=0.000 | n=1
2026-07-04 03:31:00,229 | INFO | features.sentiment | Sentiment scored: LIN 2026-07-01 | score=0.000 | n=1
2026-07-04 03:31:00,245 | INFO | features.sentiment | Sentiment scored: LIN 2026-07-02 | score=0.492 | n=1
2026-07-04 03:31:00,461 | INFO | features.sentiment | Sentiment scored: MA 2026-07-02 | score=0.161 | n=5
2026-07-04 03:31:00,658 | INFO | features.sentiment | Sentiment scored: MA 2026-07-03 | score=-0.072 | n=5
2026-07-04 03:31:00,806 | INFO | features.sentiment | Sentiment scored: MCD 2026-07-02 | score=0.287 | n=5
2026-07-04 03:31:01,018 | INFO | features.sentiment | Sentiment scored: MCD 2026-07-03 | score=0.010 | n=5
2026-07-04 03:31:01,098 | INFO | features.sentiment | Sentiment scored: MCK 2026-06-25 | score=0.000 | n=1
2026-07-04 03:31:01,155 | INFO | features.sentiment | Sentiment scored: MCK 2026-06-29 | score=-0.203 | n=3
2026-07-04 03:31:01,173 | INFO | features.sentiment | Sentiment scored: MCK 2026-06-30 | score=0.867 | n=1
2026-07-04 03:31:01,268 | INFO | features.sentiment | Sentiment scored: MCK 2026-07-01 | score=0.318 | n=2
2026-07-04 03:31:01,301 | INFO | features.sentiment | Sentiment scored: MCK 2026-07-02 | score=0.441 | n=2
2026-07-04 03:31:01,377 | INFO | features.sentiment | Sentiment scored: MCK 2026-07-03 | score=0.000 | n=1
2026-07-04 03:31:01,398 | INFO | features.sentiment | Sentiment scored: MCO 2026-06-26 | score=0.000 | n=1
2026-07-04 03:31:01,479 | INFO | features.sentiment | Sentiment scored: MCO 2026-06-28 | score=0.000 | n=1
2026-07-04 03:31:01,514 | INFO | features.sentiment | Sentiment scored: MCO 2026-06-29 | score=0.471 | n=2
